State,Year,Month,Total Deaths,Drug Deaths
AK,2015,January,4034,126
AK,2015,February,4084,127
AK,2015,March,4101,125
NM,2018,January,18147,489
AK,2015,April,4133,126
AK,2015,May,4196,125
NM,2018,February,18148,486
NM,2018,February,18150,486
NM,2018,March,18178,485
NM,2018,March,18178,484
NM,2018,March,18181,485
NM,2018,March,18181,484
NM,2018,April,18162,482
NM,2018,April,18162,481
NM,2018,April,18166,482
NM,2018,April,18166,481
AK,2015,June,4201,121
NM,2018,May,18028,478
NM,2018,May,18028,476
NM,2018,May,18035,478
NM,2018,May,18035,476
NM,2018,June,18143,498
NM,2018,June,18143,494
NM,2018,June,18151,498
NM,2018,June,18151,494
AK,2015,July,4220,117
AK,2015,August,4222,124
AK,2015,September,4242,125
AK,2015,October,4241,120
AK,2015,November,4219,115
AK,2015,December,4193,121
AK,2016,January,4213,126
AK,2016,February,4198,128
AK,2016,March,4230,125
AK,2016,April,4262,132
AK,2016,May,4241,140
AK,2016,June,4261,138
AK,2016,July,4269,143
AK,2016,August,4276,138
AK,2016,September,4256,131
AK,2016,October,4291,131
AK,2016,November,4289,133
AK,2016,December,4355,129
AK,2017,January,4374,126
AK,2017,February,4347,124
AK,2017,March,4359,126
AK,2017,April,4325,117
AK,2017,May,4277,120
AK,2017,June,4276,122
AK,2017,July,4236,128
AK,2017,August,4234,137
NM,2018,July,18164,488
NM,2018,July,18164,483
NM,2018,July,18178,488
NM,2018,July,18178,483
OK,2018,July,39951,697
OK,2018,July,39951,696
OK,2018,July,39956,697
OK,2018,July,39956,696
OR,2018,February,36152,535
OR,2018,March,36276,545
OR,2018,March,36277,545
OR,2018,April,36351,555
OR,2018,April,36351,554
OR,2018,April,36352,555
OR,2018,April,36352,554
OR,2018,May,36192,567
OR,2018,May,36192,566
OR,2018,June,36294,575
OR,2018,June,36294,574
OR,2018,July,36179,574
OR,2018,July,36179,571
AK,2017,September,4299,148
AK,2017,October,4283,144
AK,2017,November,4308,138
AK,2017,December,4279,141
AK,2018,January,4260,138
AK,2018,February,4304,138
AK,2018,February,4304,139
AK,2018,March,4286,135
AK,2018,March,4286,136
AK,2018,April,4341,141
AK,2018,April,4341,142
AK,2018,May,4351,125
AK,2018,May,4351,126
AK,2018,May,4352,125
AK,2018,May,4352,126
AK,2018,June,4307,124
AK,2018,June,4307,125
AK,2018,June,4309,124
AK,2018,June,4309,125
AK,2018,July,4333,115
AK,2018,July,4333,116
AK,2018,July,4337,115
AK,2018,July,4337,116
AL,2015,January,49543,715
AL,2015,February,50004,723
AL,2015,March,50486,733
AL,2015,April,50565,738
AL,2015,May,50516,755
AL,2015,June,50658,756
AL,2015,July,50841,743
AL,2015,August,50930,736
AL,2015,September,51044,744
AL,2015,October,51091,730
AL,2015,November,51093,725
AL,2015,December,50870,720
AL,2016,January,50534,706
AL,2016,February,50555,710
AL,2016,March,50348,681
AL,2016,April,50391,676
AL,2016,May,50511,654
AL,2016,June,50613,674
AL,2016,July,50683,681
AL,2016,August,50756,685
AL,2016,September,50810,695
AL,2016,October,50869,704
AL,2016,November,51110,718
AL,2016,December,51431,740
AL,2017,January,51652,763
AL,2017,February,51542,759
AL,2017,March,51668,794
AL,2017,April,51794,795
AL,2017,May,51943,812
AL,2017,June,52000,804
AL,2017,July,52035,809
AL,2017,August,52075,808
AL,2017,September,52232,800
AL,2017,October,52267,801
AL,2017,November,52254,799
AL,2017,December,52307,807
AL,2018,January,53105,786
AL,2018,January,53106,786
AL,2018,February,53272,797
AL,2018,February,53275,797
AL,2018,March,53222,782
AL,2018,March,53225,782
AL,2018,April,53239,780
AL,2018,April,53243,780
AL,2018,May,53273,783
AL,2018,May,53278,783
AL,2018,June,53353,760
AL,2018,June,53359,760
AL,2018,July,53445,753
AL,2018,July,53457,753
AR,2015,January,30122,366
AR,2015,February,30332,366
AR,2015,March,30387,385
AR,2015,April,30444,373
AR,2015,May,30602,383
AR,2015,June,30722,391
AR,2015,July,30685,395
AR,2015,August,30884,398
AR,2015,September,30931,392
AR,2015,October,31015,397
AR,2015,November,31007,389
AR,2015,December,30986,381
AR,2016,January,30624,378
AR,2016,February,30413,379
AR,2016,March,30421,363
AR,2016,April,30489,372
AR,2016,May,30361,376
AR,2016,June,30434,369
AR,2016,July,30590,378
AR,2016,August,30488,383
AR,2016,September,30540,379
AR,2016,October,30489,372
AR,2016,November,30697,378
AR,2016,December,31028,386
AR,2017,January,31113,384
AR,2017,February,31156,380
AR,2017,March,31309,384
AR,2017,April,31382,386
AR,2017,May,31496,383
AR,2017,June,31555,398
AR,2017,July,31550,395
AR,2017,August,31596,406
AR,2017,September,31718,413
AR,2017,October,31724,410
AR,2017,November,31654,411
AR,2017,December,31823,425
AR,2018,January,32294,427
AR,2018,February,32398,424
AR,2018,March,32198,429
AR,2018,March,32199,429
AR,2018,April,32053,423
AR,2018,April,32054,423
AR,2018,May,32109,440
AR,2018,May,32112,440
AR,2018,June,32067,442
AR,2018,June,32072,442
AR,2018,July,32029,445
AR,2018,July,32035,445
AZ,2015,January,52342,1193
AZ,2015,February,52371,1175
AZ,2015,March,52826,1174
AZ,2015,April,53025,1173
AZ,2015,May,53225,1184
AZ,2015,June,53462,1209
AZ,2015,July,53685,1201
AZ,2015,August,53907,1240
AZ,2015,September,54058,1241
AZ,2015,October,54122,1264
AZ,2015,November,54421,1269
AZ,2015,December,54853,1267
AZ,2016,January,54917,1298
AZ,2016,February,55755,1307
AZ,2016,March,56319,1313
AZ,2016,April,56436,1335
AZ,2016,May,56522,1350
AZ,2016,June,56648,1370
AZ,2016,July,56865,1421
AZ,2016,August,56960,1410
AZ,2016,September,57051,1404
AZ,2016,October,57277,1405
AZ,2016,November,57252,1397
AZ,2016,December,57215,1393
AZ,2017,January,57221,1417
AZ,2017,February,56609,1411
AZ,2017,March,56269,1429
AZ,2017,April,56454,1418
AZ,2017,May,56721,1437
AZ,2017,June,57013,1455
AZ,2017,July,57215,1450
AZ,2017,August,57310,1468
AZ,2017,September,57531,1492
AZ,2017,October,57694,1503
AZ,2017,November,57852,1517
AZ,2017,December,58440,1555
AZ,2018,January,59585,1571
AZ,2018,February,59898,1581
AZ,2018,March,60189,1592
AZ,2018,March,60190,1592
AZ,2018,April,60304,1610
AZ,2018,April,60305,1610
AZ,2018,May,60185,1605
AZ,2018,May,60186,1605
AZ,2018,June,60112,1603
AZ,2018,June,60114,1603
AZ,2018,July,60168,1642
AZ,2018,July,60168,1647
AZ,2018,July,60170,1642
AZ,2018,July,60170,1647
TN,2018,May,74589,1781
TN,2018,May,74589,1777
TN,2018,May,74605,1781
TN,2018,May,74605,1777
CA,2015,January,248191,4603
CA,2015,February,249920,4616
CA,2015,March,251540,4608
CA,2015,April,252831,4625
CA,2015,May,253858,4607
CA,2015,June,254838,4604
CA,2015,July,255417,4628
CA,2015,August,256464,4670
CA,2015,September,257163,4747
CA,2015,October,257750,4784
CA,2015,November,258808,4747
CA,2015,December,260172,4762
CA,2016,January,259303,4745
CA,2016,February,260508,4745
CA,2016,March,261416,4768
CA,2016,April,261595,4795
CA,2016,May,261557,4811
CA,2016,June,261467,4844
CA,2016,July,261603,4816
CA,2016,August,261781,4791
CA,2016,September,262041,4716
CA,2016,October,262751,4659
CA,2016,November,262360,4709
CA,2016,December,263199,4755
CA,2017,January,265340,4771
CA,2017,February,264889,4724
CA,2017,March,264767,4721
CA,2017,April,265286,4714
CA,2017,May,265953,4761
CA,2017,June,266897,4808
CA,2017,July,267372,4870
CA,2017,August,267347,4900
CA,2017,September,268090,4972
CA,2017,October,268366,5078
CA,2017,November,268369,5059
CA,2017,December,269377,5028
CA,2018,January,271347,5075
CA,2018,February,271528,5138
CA,2018,February,271529,5138
CA,2018,March,272912,5116
CA,2018,March,272915,5116
CA,2018,April,272668,5092
CA,2018,April,272674,5092
CA,2018,May,272205,5024
CA,2018,May,272212,5024
CA,2018,June,271919,5016
CA,2018,June,271928,5016
CA,2018,July,272056,5001
CA,2018,July,272068,5001
CO,2015,January,36264,923
CO,2015,February,36330,932
CO,2015,March,36300,939
CO,2015,April,36601,950
CO,2015,May,36667,927
CO,2015,June,36816,921
CO,2015,July,36960,918
CO,2015,August,37125,928
CO,2015,September,37101,917
CO,2015,October,37144,915
CO,2015,November,37144,908
CO,2015,December,36993,913
CO,2016,January,36752,913
CO,2016,February,36987,912
CO,2016,March,37387,908
CO,2016,April,37351,894
CO,2016,May,37535,915
CO,2016,June,37504,935
CO,2016,July,37620,928
CO,2016,August,37650,934
CO,2016,September,37834,933
CO,2016,October,38048,948
CO,2016,November,38075,952
CO,2016,December,38151,965
CO,2017,January,38236,977
CO,2017,February,38358,967
CO,2017,March,38364,964
CO,2017,April,38521,989
CO,2017,May,38410,983
CO,2017,June,38470,997
CO,2017,July,38367,1013
CO,2017,August,38380,1019
CO,2017,September,38542,1024
CO,2017,October,38590,1027
CO,2017,November,38704,1046
CO,2017,December,38759,1040
CO,2018,January,38985,1048
CO,2018,February,38953,1053
CO,2018,March,38963,1067
CO,2018,April,38931,1046
CO,2018,May,39007,1056
CO,2018,June,38973,1033
CO,2018,July,39079,1034
CO,2018,July,39080,1034
TN,2018,June,74716,1781
TN,2018,June,74716,1771
TN,2018,June,74735,1781
TN,2018,June,74735,1771
CT,2015,January,30221,631
CT,2015,February,30349,633
CT,2015,March,30497,639
CT,2015,April,30431,650
CT,2015,May,30437,652
CT,2015,June,30508,670
CT,2015,July,30612,722
CT,2015,August,30549,728
CT,2015,September,30556,748
CT,2015,October,30615,779
CT,2015,November,30751,800
CT,2015,December,30600,799
CT,2016,January,30368,824
CT,2016,February,30231,836
CT,2016,March,30162,849
CT,2016,April,30198,869
CT,2016,May,30198,895
CT,2016,June,30188,909
CT,2016,July,30094,906
CT,2016,August,30156,928
CT,2016,September,30088,929
CT,2016,October,30155,918
CT,2016,November,30294,939
CT,2016,December,30641,974
CT,2017,January,30834,985
TN,2018,July,74818,1786
TN,2018,July,74818,1773
TN,2018,July,74844,1786
TN,2018,July,74844,1773
CT,2017,February,31023,994
CT,2017,March,31060,1019
CT,2017,April,31103,1018
CT,2017,May,31116,1046
CT,2017,June,31248,1056
CT,2017,July,31345,1074
CT,2017,August,31374,1081
CT,2017,September,31543,1083
CT,2017,October,31511,1092
CT,2017,November,31424,1066
CT,2017,December,31542,1080
CT,2018,January,31745,1049
CT,2018,January,31745,1054
CT,2018,February,31569,1049
CT,2018,February,31569,1059
CT,2018,March,31528,1054
CT,2018,March,31528,1065
CT,2018,April,31562,1051
CT,2018,April,31562,1065
CT,2018,May,31589,1031
CT,2018,May,31589,1048
CT,2018,June,31447,1040
CT,2018,June,31447,1059
CT,2018,July,31528,1031
CT,2018,July,31528,1052
US,2018,April,2845954,68674
US,2018,April,2845954,68557
US,2018,April,2846100,68674
US,2018,April,2846100,68557
US,2018,May,2844958,68251
US,2018,May,2844958,68067
US,2018,May,2845216,68251
US,2018,May,2845216,68067
US,2018,June,2846153,67956
US,2018,June,2846153,67685
US,2018,June,2846461,67956
US,2018,June,2846461,67685
DC,2015,January,5589,113
DC,2015,February,5632,113
DC,2015,March,5704,115
DC,2015,April,5740,113
DC,2015,May,5706,118
DC,2015,June,5678,119
DC,2015,July,5668,114
DC,2015,August,5703,115
DC,2015,September,5683,122
DC,2015,October,5719,126
DC,2015,November,5754,135
DC,2015,December,5706,144
DC,2016,January,5616,146
DC,2016,February,5610,146
DC,2016,March,5620,161
DC,2016,April,5662,174
DC,2016,May,5719,198
DC,2016,June,5731,208
DC,2016,July,5770,219
DC,2016,August,5789,239
DC,2016,September,5869,247
DC,2016,October,5876,259
DC,2016,November,5933,289
DC,2016,December,6055,300
DC,2017,January,6128,326
DC,2017,February,6177,342
DC,2017,March,6227,357
DC,2017,April,6241,375
DC,2017,May,6287,380
DC,2017,June,6328,384
DC,2017,July,6314,383
DC,2017,August,6296,377
DC,2017,September,6302,380
DC,2017,October,6301,371
DC,2017,November,6257,346
DC,2017,December,6238,348
DC,2018,January,6296,331
DC,2018,February,6276,322
DC,2018,February,6278,322
DC,2018,March,6236,302
DC,2018,March,6238,302
DC,2018,April,6202,299
DC,2018,April,6204,299
DC,2018,May,6180,288
DC,2018,May,6183,288
DC,2018,June,6172,280
DC,2018,June,6175,280
DC,2018,July,6184,286
DC,2018,July,6188,286
DE,2015,January,8485,210
DE,2015,February,8561,208
DE,2015,March,8551,208
DE,2015,April,8580,200
DE,2015,May,8583,195
DE,2015,June,8577,199
DE,2015,July,8642,202
DE,2015,August,8648,192
DE,2015,September,8686,201
DE,2015,October,8661,187
DE,2015,November,8666,194
DE,2015,December,8591,195
DE,2016,January,8485,181
DE,2016,February,8473,189
DE,2016,March,8555,188
DE,2016,April,8530,199
DE,2016,May,8553,216
DE,2016,June,8571,221
DE,2016,July,8609,233
DE,2016,August,8666,245
DE,2016,September,8740,245
DE,2016,October,8809,254
DE,2016,November,8889,268
DE,2016,December,8980,285
DE,2017,January,9058,310
DE,2017,February,9085,309
DE,2017,March,9099,312
DE,2017,April,9150,313
DE,2017,May,9119,310
DE,2017,June,9098,313
DE,2017,July,9108,320
DE,2017,August,9089,326
DE,2017,September,9045,329
DE,2017,October,9016,338
DE,2017,November,9047,345
DE,2017,December,9132,341
DE,2018,January,9132,330
DE,2018,February,9195,338
DE,2018,March,9225,354
DE,2018,April,9268,360
DE,2018,May,9339,366
DE,2018,June,9430,367
DE,2018,July,9486,363
FL,2015,January,189170,2755
FL,2015,February,190591,2824
FL,2015,March,191745,2862
FL,2015,April,192268,2886
FL,2015,May,193067,2958
FL,2015,June,193387,2983
FL,2015,July,193875,3117
FL,2015,August,194364,3204
FL,2015,September,195097,3270
FL,2015,October,195599,3341
FL,2015,November,195311,3340
FL,2015,December,194297,3352
FL,2016,January,193810,3324
FL,2016,February,194386,3401
FL,2016,March,195215,3596
FL,2016,April,195883,3703
FL,2016,May,196050,3759
FL,2016,June,196273,3843
FL,2016,July,196733,3973
FL,2016,August,197300,4091
FL,2016,September,197602,4279
FL,2016,October,198220,4579
FL,2016,November,199256,4836
FL,2016,December,199964,4996
FL,2017,January,200883,5179
FL,2017,February,200708,5230
FL,2017,March,200881,5287
FL,2017,April,201341,5386
FL,2017,May,201706,5535
FL,2017,June,202314,5676
FL,2017,July,202400,5602
FL,2017,August,202940,5627
FL,2017,September,203978,5592
FL,2017,October,204665,5475
FL,2017,November,205023,5415
FL,2017,December,206171,5440
FL,2018,January,208171,5452
FL,2018,February,208896,5418
FL,2018,February,208895,5418
FL,2018,March,208927,5292
FL,2018,March,208926,5292
FL,2018,April,208895,5266
FL,2018,April,208895,5268
FL,2018,April,208894,5266
FL,2018,April,208894,5268
FL,2018,May,208959,5228
FL,2018,May,208959,5231
FL,2018,May,208958,5228
FL,2018,May,208958,5231
FL,2018,June,209229,5128
FL,2018,June,209229,5132
FL,2018,June,209228,5128
FL,2018,June,209228,5132
FL,2018,July,209556,5126
FL,2018,July,209556,5132
US,2018,July,2849252,67719
US,2018,July,2849252,67319
US,2018,July,2849634,67719
US,2018,July,2849634,67319
GA,2015,January,77687,1206
GA,2015,February,78215,1235
GA,2015,March,78805,1257
GA,2015,April,79111,1270
GA,2015,May,79186,1289
GA,2015,June,79559,1311
GA,2015,July,79994,1330
GA,2015,August,80081,1327
GA,2015,September,80392,1314
GA,2015,October,80715,1337
GA,2015,November,80919,1315
GA,2015,December,80541,1308
GA,2016,January,80247,1299
GA,2016,February,80280,1277
GA,2016,March,80292,1278
GA,2016,April,80405,1291
GA,2016,May,80430,1268
GA,2016,June,80535,1279
GA,2016,July,80602,1270
GA,2016,August,81003,1275
GA,2016,September,81280,1289
GA,2016,October,81277,1298
GA,2016,November,81392,1344
GA,2016,December,81783,1370
GA,2017,January,82150,1398
GA,2017,February,82143,1418
GA,2017,March,82436,1436
GA,2017,April,82588,1467
GA,2017,May,82813,1484
GA,2017,June,82946,1485
GA,2017,July,83087,1493
GA,2017,August,83122,1501
GA,2017,September,83199,1499
GA,2017,October,83588,1520
GA,2017,November,83665,1506
GA,2017,December,83679,1516
GA,2018,January,84833,1479
GA,2018,January,84833,1480
GA,2018,January,84837,1479
GA,2018,January,84837,1480
GA,2018,February,85223,1459
GA,2018,February,85223,1460
GA,2018,February,85230,1459
GA,2018,February,85230,1460
GA,2018,March,85080,1467
GA,2018,March,85080,1468
GA,2018,March,85090,1467
GA,2018,March,85090,1468
GA,2018,April,85183,1434
GA,2018,April,85183,1436
GA,2018,April,85196,1434
GA,2018,April,85196,1436
GA,2018,May,85418,1438
GA,2018,May,85418,1441
GA,2018,May,85434,1438
GA,2018,May,85434,1441
GA,2018,June,85390,1432
GA,2018,June,85390,1436
GA,2018,June,85412,1432
GA,2018,June,85412,1436
GA,2018,July,85277,1438
GA,2018,July,85277,1442
GA,2018,July,85311,1438
GA,2018,July,85311,1442
HI,2015,January,11026,157
HI,2015,February,11076,161
HI,2015,March,11073,158
HI,2015,April,11031,157
HI,2015,May,11063,163
HI,2015,June,11100,147
HI,2015,July,11111,147
HI,2015,August,11116,149
HI,2015,September,11154,153
HI,2015,October,11187,156
HI,2015,November,11203,165
HI,2015,December,11208,171
HI,2016,January,11070,174
HI,2016,February,11065,181
HI,2016,March,11067,187
HI,2016,April,11057,191
HI,2016,May,10969,190
HI,2016,June,10901,194
HI,2016,July,10896,193
HI,2016,August,10892,203
HI,2016,September,10824,194
HI,2016,October,10870,193
HI,2016,November,10939,195
HI,2016,December,11041,199
HI,2017,January,11142,203
HI,2017,February,11111,190
HI,2017,March,11136,182
HI,2017,April,11205,180
HI,2017,May,11306,190
HI,2017,June,11380,188
HI,2017,July,11384,193
HI,2017,August,11409,188
HI,2017,September,11426,196
HI,2017,October,11391,199
HI,2017,November,11450,201
HI,2017,December,11508,202
HI,2018,January,11516,202
HI,2018,January,11517,202
HI,2018,February,11575,213
HI,2018,February,11576,213
HI,2018,March,11655,220
HI,2018,March,11655,221
HI,2018,March,11657,220
HI,2018,March,11657,221
HI,2018,April,11668,232
HI,2018,April,11668,233
HI,2018,April,11672,232
HI,2018,April,11672,233
HI,2018,May,11614,215
HI,2018,May,11614,216
HI,2018,May,11619,215
HI,2018,May,11619,216
HI,2018,June,11639,221
HI,2018,June,11639,222
HI,2018,June,11644,221
HI,2018,June,11644,222
HI,2018,July,11653,221
HI,2018,July,11653,222
HI,2018,July,11658,221
HI,2018,July,11658,222
IA,2015,January,29177,274
IA,2015,February,29203,274
IA,2015,March,29380,272
IA,2015,April,29412,265
IA,2015,May,29462,277
IA,2015,June,29533,289
IA,2015,July,29649,298
IA,2015,August,29667,296
IA,2015,September,29678,311
IA,2015,October,29692,307
IA,2015,November,29599,308
IA,2015,December,29291,300
IA,2016,January,29031,303
IA,2016,February,29156,304
IA,2016,March,28911,309
IA,2016,April,28908,316
IA,2016,May,28909,318
IA,2016,June,28863,310
IA,2016,July,28746,304
IA,2016,August,28760,309
IA,2016,September,28822,306
IA,2016,October,28956,313
IA,2016,November,29018,319
IA,2016,December,29318,314
IA,2017,January,29622,325
IA,2017,February,29703,330
IA,2017,March,29945,330
IA,2017,April,29999,319
IA,2017,May,30121,322
IA,2017,June,30213,332
IA,2017,July,30210,334
IA,2017,August,30109,338
IA,2017,September,30122,334
IA,2017,October,30135,338
IA,2017,November,30220,340
IA,2017,December,30242,341
IA,2018,January,30144,336
IA,2018,February,30193,331
IA,2018,March,30109,326
IA,2018,April,30146,325
IA,2018,May,30068,312
IA,2018,June,30120,306
IA,2018,July,30184,303
ID,2015,January,12667,209
ID,2015,February,12669,206
ID,2015,March,12693,216
ID,2015,April,12753,219
ID,2015,May,12849,213
ID,2015,June,12831,217
ID,2015,July,12917,220
ID,2015,August,12836,218
ID,2015,September,12782,214
ID,2015,October,12892,215
ID,2015,November,12905,209
ID,2015,December,12987,214
ID,2016,January,12912,214
ID,2016,February,12987,215
ID,2016,March,13036,212
ID,2016,April,13093,209
ID,2016,May,13131,212
ID,2016,June,13221,216
ID,2016,July,13228,218
ID,2016,August,13283,217
ID,2016,September,13227,218
ID,2016,October,13205,229
ID,2016,November,13190,235
ID,2016,December,13297,228
ID,2017,January,13479,226
ID,2017,February,13530,232
ID,2017,March,13601,231
ID,2017,April,13619,235
ID,2017,May,13588,240
ID,2017,June,13580,231
ID,2017,July,13621,234
ID,2017,August,13656,235
ID,2017,September,13769,240
ID,2017,October,13864,236
ID,2017,November,13936,233
ID,2017,December,13908,234
ID,2018,January,13900,228
ID,2018,February,13928,223
ID,2018,March,13964,225
ID,2018,April,13984,227
ID,2018,May,14021,222
ID,2018,May,14021,223
ID,2018,June,14048,232
ID,2018,June,14048,233
ID,2018,July,14108,241
ID,2018,July,14108,243
IL,2015,January,103054,1652
IL,2015,February,103174,1657
IL,2015,March,103679,1688
IL,2015,April,104256,1735
IL,2015,May,104525,1782
IL,2015,June,104648,1766
IL,2015,July,104977,1761
IL,2015,August,105266,1793
IL,2015,September,105207,1813
IL,2015,October,105465,1847
IL,2015,November,105252,1860
IL,2015,December,103953,1864
IL,2016,January,103132,1893
IL,2016,February,103656,1958
IL,2016,March,103543,2025
IL,2016,April,103291,2097
IL,2016,May,103228,2129
IL,2016,June,103275,2213
IL,2016,July,103249,2261
IL,2016,August,103292,2275
IL,2016,September,103368,2319
IL,2016,October,103256,2297
IL,2016,November,103309,2333
IL,2016,December,104091,2427
IL,2017,January,104762,2524
IL,2017,February,104986,2553
IL,2017,March,105376,2543
IL,2017,April,105559,2513
IL,2017,May,105625,2473
IL,2017,June,105673,2462
IL,2017,July,105607,2486
IL,2017,August,105639,2560
IL,2017,September,105968,2650
IL,2017,October,105958,2714
IL,2017,November,106309,2781
IL,2017,December,106635,2765
IL,2018,January,107753,2760
IL,2018,February,107652,2746
IL,2018,March,107327,2767
IL,2018,April,107683,2801
IL,2018,May,107678,2853
IL,2018,June,107631,2860
IL,2018,July,107753,2880
IL,2018,July,107753,2882
IL,2018,July,107754,2880
IL,2018,July,107754,2882
IN,2015,January,62174,1162
IN,2015,February,62377,1151
IN,2015,March,62886,1193
IN,2015,April,63354,1208
IN,2015,May,63491,1203
IN,2015,June,63517,1217
IN,2015,July,63570,1207
IN,2015,August,63694,1221
IN,2015,September,63837,1210
IN,2015,October,63829,1205
IN,2015,November,63655,1218
IN,2015,December,63255,1232
IN,2016,January,62610,1228
IN,2016,February,62863,1259
IN,2016,March,62968,1264
IN,2016,April,62811,1285
IN,2016,May,62632,1321
IN,2016,June,62648,1354
IN,2016,July,62795,1383
IN,2016,August,62933,1421
IN,2016,September,62891,1434
IN,2016,October,63185,1441
IN,2016,November,63580,1469
IN,2016,December,64051,1506
IN,2017,January,64506,1576
IN,2017,February,64783,1629
IN,2017,March,65084,1664
IN,2017,April,65321,1700
IN,2017,May,65558,1721
IN,2017,June,65867,1720
IN,2017,July,65911,1777
IN,2017,August,65909,1762
IN,2017,September,66057,1802
IN,2017,October,66020,1842
IN,2017,November,66004,1861
IN,2017,December,66053,1835
IN,2018,January,66622,1805
IN,2018,January,66624,1805
IN,2018,February,66497,1749
IN,2018,February,66499,1749
IN,2018,March,66194,1723
IN,2018,March,66195,1723
IN,2018,April,66176,1699
IN,2018,April,66176,1701
IN,2018,April,66182,1699
IN,2018,April,66182,1701
IN,2018,May,66199,1677
IN,2018,May,66199,1681
IN,2018,May,66214,1677
IN,2018,May,66214,1681
IN,2018,June,66068,1673
IN,2018,June,66068,1677
IN,2018,June,66085,1673
IN,2018,June,66085,1677
IN,2018,July,66090,1655
IN,2018,July,66090,1660
IN,2018,July,66110,1655
IN,2018,July,66110,1660
KS,2015,January,25208,312
KS,2015,February,25320,308
KS,2015,March,25392,323
KS,2015,April,25392,332
KS,2015,May,25456,337
KS,2015,June,25657,330
KS,2015,July,25803,328
KS,2015,August,25885,337
KS,2015,September,25920,334
KS,2015,October,26017,334
KS,2015,November,25935,328
KS,2015,December,25863,323
KS,2016,January,25598,313
KS,2016,February,25507,317
KS,2016,March,25415,313
KS,2016,April,25463,312
KS,2016,May,25400,305
KS,2016,June,25353,319
KS,2016,July,25292,320
KS,2016,August,25308,320
KS,2016,September,25223,315
KS,2016,October,25174,312
KS,2016,November,25296,315
KS,2016,December,25489,313
KS,2017,January,25718,327
KS,2017,February,25933,324
KS,2017,March,26130,323
KS,2017,April,26134,317
KS,2017,May,26151,317
KS,2017,June,26079,301
KS,2017,July,26133,310
KS,2017,August,26011,297
KS,2017,September,26084,303
KS,2017,October,26140,316
KS,2017,November,26132,313
KS,2017,December,26148,323
KS,2018,January,26281,319
KS,2018,February,26298,317
KS,2018,March,26276,318
KS,2018,April,26332,323
KS,2018,May,26365,332
KS,2018,May,26365,333
KS,2018,June,26517,346
KS,2018,June,26517,347
KS,2018,July,26422,343
KS,2018,July,26422,344
KY,2015,January,44911,1101
KY,2015,February,45331,1121
KY,2015,March,45453,1152
KY,2015,April,45635,1172
KY,2015,May,45852,1185
KY,2015,June,45839,1198
KY,2015,July,45917,1211
KY,2015,August,45990,1208
KY,2015,September,46169,1233
KY,2015,October,46372,1217
KY,2015,November,46396,1240
KY,2015,December,46195,1248
KY,2016,January,45819,1253
KY,2016,February,45854,1228
KY,2016,March,46039,1253
KY,2016,April,46307,1291
KY,2016,May,46269,1320
KY,2016,June,46456,1371
KY,2016,July,46593,1376
KY,2016,August,46769,1404
KY,2016,September,47052,1411
KY,2016,October,47070,1416
KY,2016,November,47283,1395
KY,2016,December,47606,1437
KY,2017,January,47839,1480
KY,2017,February,47924,1545
KY,2017,March,48020,1552
KY,2017,April,48046,1580
KY,2017,May,48136,1583
KY,2017,June,48254,1564
KY,2017,July,48228,1568
KY,2017,August,48144,1575
KY,2017,September,48012,1566
KY,2017,October,47967,1564
KY,2017,November,47845,1594
KY,2017,December,48014,1566
KY,2018,January,48413,1529
KY,2018,February,48342,1490
KY,2018,February,48344,1490
KY,2018,March,48244,1450
KY,2018,March,48246,1450
KY,2018,April,48173,1416
KY,2018,April,48175,1416
KY,2018,May,48168,1379
KY,2018,May,48170,1379
KY,2018,June,48048,1377
KY,2018,June,48052,1377
KY,2018,July,48044,1378
KY,2018,July,48048,1378
LA,2015,January,44100,782
LA,2015,February,44150,785
LA,2015,March,44301,784
LA,2015,April,44230,796
LA,2015,May,44154,803
LA,2015,June,44191,802
LA,2015,July,44204,825
LA,2015,August,44240,823
LA,2015,September,44371,838
LA,2015,October,44348,834
LA,2015,November,44169,853
LA,2015,December,43914,875
LA,2016,January,43495,890
LA,2016,February,43428,901
LA,2016,March,43445,894
LA,2016,April,43610,893
LA,2016,May,43743,899
LA,2016,June,43768,941
LA,2016,July,43742,962
LA,2016,August,43939,979
LA,2016,September,44033,997
LA,2016,October,44225,1021
LA,2016,November,44340,1012
LA,2016,December,44411,1004
LA,2017,January,44579,1015
LA,2017,February,44597,1010
LA,2017,March,44769,1020
LA,2017,April,44836,1036
LA,2017,May,44913,1030
LA,2017,June,44976,1016
LA,2017,July,44995,1007
LA,2017,August,45031,1020
LA,2017,September,45019,1014
LA,2017,October,45068,1015
LA,2017,November,45331,1059
LA,2017,December,45953,1102
LA,2018,January,46783,1112
LA,2018,January,46785,1112
LA,2018,February,46888,1134
LA,2018,February,46891,1134
LA,2018,March,46589,1166
LA,2018,March,46589,1165
LA,2018,March,46594,1166
LA,2018,March,46594,1165
LA,2018,April,46522,1175
LA,2018,April,46522,1173
LA,2018,April,46529,1175
LA,2018,April,46529,1173
LA,2018,May,46598,1202
LA,2018,May,46598,1201
LA,2018,May,46607,1202
LA,2018,May,46607,1201
LA,2018,June,46649,1212
LA,2018,June,46649,1211
LA,2018,June,46663,1212
LA,2018,June,46663,1211
LA,2018,July,46672,1207
LA,2018,July,46691,1207
MA,2015,January,57044,1296
MA,2015,February,57676,1288
MA,2015,March,58056,1331
