Group Name,Group PAC ID, State,Measure Title,Measure Performance Rate,Year
COVENANT MEDICAL CENTER INC,244148732,IA,"Getting timely care, appointments, and information.",59.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Between visit communication.,65.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Attention to patient medication cost.,27.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,How well clinicians communicate.,85.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Patients' rating of clinicians.,81.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Health promotion and education.,65.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Courteous and helpful office staff.,84.0,2015
COVENANT MEDICAL CENTER INC,244148732,IA,Clinicians working together for your care.,72.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,"Getting timely care, appointments, and information.",69.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Between visit communication.,58.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Attention to patient medication cost.,25.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,How well clinicians communicate.,85.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Patients' rating of clinicians.,85.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Health promotion and education.,62.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Courteous and helpful office staff.,85.0,2015
"THE CHRIST HOSPITAL MEDICAL ASSOCIATES, LLC",244314102,OH,Clinicians working together for your care.,78.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,"Getting timely care, appointments, and information.",63.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Between visit communication.,43.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Attention to patient medication cost.,24.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,How well clinicians communicate.,85.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Patients' rating of clinicians.,80.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Health promotion and education.,61.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Courteous and helpful office staff.,81.0,2015
LANDM PHYSICIAN ASSOCIATION INC,244373330,CT,Clinicians working together for your care.,76.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,"Getting timely care, appointments, and information.",61.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Between visit communication.,41.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Attention to patient medication cost.,31.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,How well clinicians communicate.,83.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Patients' rating of clinicians.,79.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Health promotion and education.,57.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Courteous and helpful office staff.,76.0,2015
"UNITY HEALTH NETWORK, LLC",244379717,OH,Clinicians working together for your care.,75.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,"Getting timely care, appointments, and information.",65.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Between visit communication.,68.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Attention to patient medication cost.,27.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,How well clinicians communicate.,85.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Patients' rating of clinicians.,85.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Health promotion and education.,63.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Courteous and helpful office staff.,83.0,2015
SUTTER WEST BAY MEDICAL FOUNDATION,345145025,CA,Clinicians working together for your care.,77.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,"Getting timely care, appointments, and information.",55.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Between visit communication.,50.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Attention to patient medication cost.,25.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,How well clinicians communicate.,82.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Patients' rating of clinicians.,80.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Health promotion and education.,61.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Courteous and helpful office staff.,82.0,2015
FLORIDA CLINICAL PRACTICE ASSOCIATION INC,345146254,FL,Clinicians working together for your care.,74.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,"Getting timely care, appointments, and information.",54.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Between visit communication.,57.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Attention to patient medication cost.,30.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,How well clinicians communicate.,83.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Patients' rating of clinicians.,80.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Health promotion and education.,63.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Courteous and helpful office staff.,86.0,2015
"MAYO CLINIC HEALTH SYSTEM - FRANCISCAN MEDICAL CENTER, INC.",345152443,WI,Clinicians working together for your care.,75.0,2015
AVERA MCKENNAN,345157103,SD,"Getting timely care, appointments, and information.",59.0,2015
AVERA MCKENNAN,345157103,SD,Between visit communication.,56.0,2015
AVERA MCKENNAN,345157103,SD,Attention to patient medication cost.,29.0,2015
AVERA MCKENNAN,345157103,SD,How well clinicians communicate.,81.0,2015
AVERA MCKENNAN,345157103,SD,Patients' rating of clinicians.,80.0,2015
AVERA MCKENNAN,345157103,SD,Health promotion and education.,57.0,2015
AVERA MCKENNAN,345157103,SD,Courteous and helpful office staff.,80.0,2015
AVERA MCKENNAN,345157103,SD,Clinicians working together for your care.,75.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,"Getting timely care, appointments, and information.",59.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Between visit communication.,67.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Attention to patient medication cost.,25.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,How well clinicians communicate.,83.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Patients' rating of clinicians.,78.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Health promotion and education.,64.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Courteous and helpful office staff.,72.0,2015
TENET FLORIDA PHYSICIAN SERVICES LLC,345349478,FL,Clinicians working together for your care.,76.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,"Getting timely care, appointments, and information.",53.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Between visit communication.,59.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Attention to patient medication cost.,26.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,How well clinicians communicate.,79.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Patients' rating of clinicians.,76.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Health promotion and education.,61.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Courteous and helpful office staff.,79.0,2015
COMMUNITY FOUNDATION MEDICAL GROUP,345406294,CA,Clinicians working together for your care.,69.0,2015
"HARBIN CLINIC, LLC",446154231,GA,"Getting timely care, appointments, and information.",63.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Between visit communication.,60.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Attention to patient medication cost.,37.0,2015
"HARBIN CLINIC, LLC",446154231,GA,How well clinicians communicate.,88.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Patients' rating of clinicians.,86.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Health promotion and education.,59.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Courteous and helpful office staff.,87.0,2015
"HARBIN CLINIC, LLC",446154231,GA,Clinicians working together for your care.,81.0,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,"Getting timely care, appointments, and information.",,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Between visit communication.,,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Attention to patient medication cost.,,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,How well clinicians communicate.,79.0,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Patients' rating of clinicians.,83.0,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Health promotion and education.,,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Courteous and helpful office staff.,82.0,2015
"CHARLOTTE EYE EAR NOSE AND THROAT ASSOCIATES, P.A.",446155451,NC,Clinicians working together for your care.,75.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,"Getting timely care, appointments, and information.",53.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Between visit communication.,49.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Attention to patient medication cost.,28.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,How well clinicians communicate.,79.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Patients' rating of clinicians.,78.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Health promotion and education.,58.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Courteous and helpful office staff.,75.0,2015
USC CARE MEDICAL GROUP INC,446157747,CA,Clinicians working together for your care.,74.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,"Getting timely care, appointments, and information.",68.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Between visit communication.,56.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Attention to patient medication cost.,27.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,How well clinicians communicate.,86.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Patients' rating of clinicians.,84.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Health promotion and education.,67.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Courteous and helpful office staff.,82.0,2015
"UNIVERSITY MEDICINE FOUNDATION, INC.",446159776,RI,Clinicians working together for your care.,76.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,"Getting timely care, appointments, and information.",52.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Between visit communication.,63.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Attention to patient medication cost.,28.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,How well clinicians communicate.,86.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Patients' rating of clinicians.,82.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Health promotion and education.,63.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Courteous and helpful office staff.,80.0,2015
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697,WA,Clinicians working together for your care.,78.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,"Getting timely care, appointments, and information.",64.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Between visit communication.,55.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Attention to patient medication cost.,29.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,How well clinicians communicate.,81.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Patients' rating of clinicians.,82.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Health promotion and education.,53.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Courteous and helpful office staff.,80.0,2015
SALINA REGIONAL HEALTH CENTER INC,446168215,KS,Clinicians working together for your care.,78.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,"Getting timely care, appointments, and information.",61.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Between visit communication.,63.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Attention to patient medication cost.,39.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,How well clinicians communicate.,88.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Patients' rating of clinicians.,87.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Health promotion and education.,61.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Courteous and helpful office staff.,83.0,2015
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168,MS,Clinicians working together for your care.,81.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,"Getting timely care, appointments, and information.",55.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Between visit communication.,52.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Attention to patient medication cost.,20.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,How well clinicians communicate.,74.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Patients' rating of clinicians.,71.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Health promotion and education.,48.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Courteous and helpful office staff.,75.0,2015
"BEAVER MEDICAL GROUP, L.P.",547164295,CA,Clinicians working together for your care.,66.0,2015
HENRY FORD MEDICAL GROUP,547178311,MI,"Getting timely care, appointments, and information.",,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Between visit communication.,,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Attention to patient medication cost.,18.0,2015
HENRY FORD MEDICAL GROUP,547178311,MI,How well clinicians communicate.,,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Patients' rating of clinicians.,,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Health promotion and education.,60.0,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Courteous and helpful office staff.,,2015
HENRY FORD MEDICAL GROUP,547178311,MI,Clinicians working together for your care.,,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,"Getting timely care, appointments, and information.",59.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Between visit communication.,49.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Attention to patient medication cost.,39.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,How well clinicians communicate.,87.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Patients' rating of clinicians.,83.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Health promotion and education.,65.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Courteous and helpful office staff.,82.0,2015
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731,TN,Clinicians working together for your care.,78.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,"Getting timely care, appointments, and information.",56.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Between visit communication.,54.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Attention to patient medication cost.,26.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,How well clinicians communicate.,80.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Patients' rating of clinicians.,75.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Health promotion and education.,65.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Courteous and helpful office staff.,73.0,2015
MEDSTAR MEDICAL GROUP II LLC,547413825,MD,Clinicians working together for your care.,72.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,"Getting timely care, appointments, and information.",61.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Between visit communication.,58.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Attention to patient medication cost.,39.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,How well clinicians communicate.,82.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Patients' rating of clinicians.,83.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Health promotion and education.,64.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Courteous and helpful office staff.,84.0,2015
BAPTIST PRIMARY CARE INC,648177733,FL,Clinicians working together for your care.,76.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,"Getting timely care, appointments, and information.",50.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Between visit communication.,57.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Attention to patient medication cost.,34.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,How well clinicians communicate.,79.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Patients' rating of clinicians.,71.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Health promotion and education.,61.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Courteous and helpful office staff.,77.0,2015
MEDICAL RESOURCES GROUP,648180406,MI,Clinicians working together for your care.,67.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,"Getting timely care, appointments, and information.",60.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Between visit communication.,66.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Attention to patient medication cost.,30.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,How well clinicians communicate.,84.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Patients' rating of clinicians.,80.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Health promotion and education.,61.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Courteous and helpful office staff.,79.0,2015
UNC PHYSICIANS AND ASSOCIATES,648181156,NC,Clinicians working together for your care.,78.0,2015
HOLY FAMILY MEMORIAL INC,648183160,WI,"Getting timely care, appointments, and information.",59.0,2015
HOLY FAMILY MEMORIAL INC,648183160,WI,Between visit communication.,57.0,2015
HOLY FAMILY MEMORIAL INC,648183160,WI,Attention to patient medication cost.,28.0,2015
